Age,Gender,nationality,Ethnicity,Education,Income,State,BFAS_1,BFAS_2,BFAS_3,BFAS_4,BFAS_5,BFAS_6,BFAS_7,BFAS_8,BFAS_9,BFAS_10,BFAS_11,BFAS_12,BFAS_13,BFAS_14,BFAS_15,BFAS_16,BFAS_17,BFAS_18,BFAS_19,BFAS_20,BFAS_21,BFAS_22,BFAS_23,BFAS_24,BFAS_25,BFAS_26,BFAS_27,BFAS_28,BFAS_29,BFAS_30,BFAS_31,BFAS_32,BFAS_33,BFAS_34,BFAS_35,BFAS_36,BFAS_37,BFAS_38,BFAS_39,BFAS_40,BFAS_41,BFAS_42,BFAS_43,BFAS_44,BFAS_45,BFAS_46,BFAS_47,BFAS_48,BFAS_49,BFAS_50,BFAS_51,BFAS_52,BFAS_53,BFAS_54,BFAS_55,BFAS_56,BFAS_57,BFAS_58,BFAS_59,BFAS_60,BFAS_61,BFAS_62,BFAS_63,BFAS_64,BFAS_65,BFAS_66,BFAS_67,BFAS_68,BFAS_69,BFAS_70,BFAS_71,BFAS_72,BFAS_73,BFAS_74,BFAS_75,BFAS_76,BFAS_77,BFAS_78,BFAS_79,BFAS_80,BFAS_81,BFAS_82,BFAS_83,BFAS_84,BFAS_85,BFAS_86,BFAS_87,BFAS_88,BFAS_89,BFAS_90,BFAS_91,BFAS_92,BFAS_93,BFAS_94,BFAS_95,BFAS_96,BFAS_97,BFAS_98,BFAS_99,BFAS_100,FPPosture1,FPPosture2,FPPosture3,FPPosture4,FPPosture5,FPPosture6,FPPosture7,FPPosture8,FPPosture9,FPPosture10,FPPosture11,FPPosture12,FPPosture13,FPPosture14,FPPosture15,FPPosture16,FPPosture17,FPPosture18,FPPosture19,FPPosture20,SECS_1,SECS_2,SECS_3,SECS_4,SECS_5,SECS_6,SECS_7,SECS_8,SECS_9,SECS_10,SECS_11,SECS_12
25,0,US,1,6,5,FL,5,1,1,5,3,2,2,4,4,5,5,4,2,2,1,2,1,1,1,4,3,5,4,1,4,4,5,4,5,3,3,1,4,4,4,4,3,3,3,3,5,2,4,3,2,4,2,1,2,5,2,2,4,1,4,5,4,4,1,4,1,3,2,1,2,4,2,3,2,1,1,3,4,1,5,2,4,5,1,1,2,1,1,4,1,4,5,1,4,2,5,4,4,4,5,5,3,2,1,3,4,5,4,3,1,6,5,5,1,2,2,6,6,2,6,5,6,3,6,1,72,75,79,78,29,35,100,38,92,79,77,21
25,1,US,1,7,6,TX,3,2,3,4,3,2,3,2,3,3,2,3,4,2,4,4,4,2,3,3,2,2,4,3,3,2,2,3,3,2,4,3,4,3,3,4,3,3,2,3,3,3,3,3,4,3,2,2,3,4,3,3,4,3,2,4,3,4,3,3,3,3,3,4,3,2,2,4,3,3,4,4,3,3,3,4,4,3,4,4,3,3,3,2,2,2,3,4,2,4,3,2,4,3,2,4,3,3,3,3,3,3,3,5,4,5,4,4,3,4,4,4,5,5,5,3,3,3,4,4,30,60,80,70,30,60,72,85,80,83,60,60
28,0,US,1,6,1,New York,2,3,4,4,4,2,4,4,2,4,2,3,4,4,3,2,4,4,3,3,2,3,4,3,4,2,3,4,3,3,2,3,4,4,4,2,4,3,3,2,2,2,4,4,3,2,4,2,2,3,2,2,4,2,4,2,4,3,2,3,2,4,4,3,3,2,4,2,3,2,2,3,4,4,4,2,4,4,4,2,2,2,4,4,4,2,4,4,3,2,2,4,4,3,4,2,2,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,50,50,50,50,50,50,50,50,50,50,50,50
36,0,US,2,2,2,NC,2,5,4,1,4,1,3,4,1,4,3,4,2,2,4,2,5,3,1,3,3,4,3,2,4,1,5,3,4,4,2,5,4,2,4,2,3,4,2,5,2,4,3,1,5,1,4,3,2,3,4,5,5,3,4,2,5,1,1,5,1,5,2,3,4,1,5,3,3,2,5,4,3,4,4,2,5,5,3,5,2,4,3,3,3,1,5,3,2,5,1,4,5,4,4,2,3,1,1,4,7,7,7,6,7,3,3,5,2,2,2,4,2,3,5,6,5,6,6,7,0,0,50,50,0,0,0,0,50,20,50,50
24,1,US,1,8,3,California,2,3,3,3,4,4,3,2,3,5,2,5,3,2,2,2,2,3,1,5,2,3,1,3,4,3,4,2,2,5,4,3,2,2,1,3,3,5,4,5,2,5,3,4,2,3,4,3,1,3,5,3,2,2,3,3,1,4,3,3,4,3,2,2,3,4,2,1,4,3,1,4,4,3,3,1,2,1,3,3,4,3,2,3,1,5,2,3,4,3,3,3,5,4,5,3,1,4,3,4,6,6,7,6,6,7,6,6,7,3,6,7,1,1,7,6,6,7,7,7,100,67,72,77,17,74,90,85,69,85,100,7
30,0,US,1,8,1,indian,3,4,2,3,2,2,2,4,2,2,2,2,4,4,4,3,3,2,2,2,3,2,2,3,2,2,2,2,4,2,2,4,3,4,2,3,4,2,2,3,4,3,3,3,2,2,2,4,4,4,2,4,4,4,4,4,3,2,2,4,2,2,3,3,2,2,4,3,2,2,4,2,2,2,2,4,3,4,3,4,2,4,4,2,4,2,4,2,3,4,2,2,4,2,2,2,3,2,4,2,5,3,3,3,5,5,3,5,5,5,3,5,3,2,5,5,3,5,5,3,46,51,51,86,48,51,52,51,55,52,53,51
43,0,US,2,4,4,Florida,1,1,5,5,5,5,5,1,5,5,5,5,1,1,1,1,1,5,5,5,1,5,1,1,5,5,5,5,1,5,5,1,1,1,5,1,1,5,5,5,1,5,5,5,1,5,5,1,1,5,5,1,1,1,1,1,5,5,5,1,5,1,5,1,5,5,3,1,5,5,1,5,5,5,5,1,3,1,1,1,5,1,1,5,1,5,3,5,5,1,5,5,1,5,5,5,1,5,1,5,7,7,7,7,7,7,7,7,7,1,7,4,7,1,7,4,7,7,1,7,100,100,51,100,49,100,100,100,100,100,100,100
33,1,US,1,6,5,Indiana,4,4,4,4,4,3,4,2,4,3,3,4,4,3,3,2,3,4,4,4,2,4,4,3,3,3,4,3,4,4,3,4,2,3,4,3,2,4,3,3,2,3,4,4,3,3,2,2,2,2,3,2,3,3,3,3,4,4,3,3,3,2,3,3,4,4,4,2,4,4,2,3,3,3,4,2,2,4,2,2,2,3,3,3,2,4,2,4,2,3,4,3,3,4,4,4,3,3,3,3,5,4,4,5,5,5,5,5,6,3,5,4,4,2,5,5,4,5,3,5,77,79,73,78,41,73,68,78,60,76,70,62
38,0,US,1,4,2,Michigan,4,2,4,4,3,3,3,2,4,2,3,3,3,3,4,4,2,4,3,3,4,2,3,3,3,3,2,2,2,4,4,3,4,4,4,5,2,3,2,4,2,3,2,4,2,2,3,3,3,3,3,3,3,3,4,3,4,3,2,2,3,3,3,3,2,4,4,3,3,2,4,3,4,3,3,2,4,3,3,3,4,3,3,3,2,3,3,3,3,2,3,3,2,4,2,3,2,4,4,2,5,4,4,3,5,4,4,5,4,4,4,5,6,3,5,4,4,1,2,3,49,100,51,0,49,100,0,81,51,51,51,51
25,0,US,1,6,6,California,2,5,2,1,3,3,2,5,4,3,4,4,5,3,5,3,1,2,5,4,4,2,5,5,3,5,3,2,1,1,2,2,2,4,1,4,2,1,4,3,2,4,4,1,1,3,4,2,4,4,5,3,2,1,5,2,2,5,2,2,5,5,2,1,1,2,4,2,5,1,2,2,3,1,4,1,5,5,2,1,2,3,4,1,3,5,2,2,3,4,4,1,4,3,4,2,5,5,4,2,3,7,6,1,2,3,5,1,3,2,2,1,6,6,4,4,5,1,2,4,40,66,70,68,17,68,66,63,63,58,69,77
29,0,US,1,6,4,new york,4,3,2,4,3,2,5,2,2,5,4,4,5,3,3,4,1,3,1,2,3,4,1,3,2,3,3,2,2,4,5,2,5,5,3,2,4,2,1,2,3,5,2,2,5,2,2,5,1,4,3,2,5,2,5,2,3,5,5,5,5,2,4,3,2,3,1,3,3,5,5,2,1,3,2,3,2,5,4,1,5,2,5,2,3,2,2,2,4,2,1,2,3,1,5,1,2,4,4,1,5,5,5,4,5,6,5,5,5,4,5,6,3,3,4,4,6,5,6,3,49,52,65,51,47,51,51,64,60,51,52,51
40,0,US,1,6,1,California,1,1,4,5,4,4,4,2,4,5,5,5,2,1,1,2,1,4,5,5,1,4,2,1,4,5,5,5,2,5,4,2,1,2,4,2,2,4,4,4,2,4,5,5,2,5,5,1,2,1,4,2,2,1,2,2,5,5,4,1,4,1,5,2,5,4,1,1,5,5,2,5,4,4,4,2,1,2,2,2,5,2,1,4,1,4,2,5,4,1,5,4,2,5,4,4,2,4,1,5,7,6,5,7,6,7,5,5,5,2,6,6,6,2,5,6,5,7,2,5,3,94,89,100,0,100,96,98,91,97,100,100
38,0,US,1,6,5,Indiana,3,4,4,5,5,2,5,3,4,5,3,5,5,4,4,2,2,5,5,4,1,3,3,2,5,2,3,3,3,5,2,3,3,3,5,2,2,5,4,4,3,4,4,4,4,4,2,3,4,4,2,2,3,3,4,3,3,4,4,3,2,4,4,4,4,3,5,4,4,4,2,4,4,5,4,2,3,4,4,2,4,4,4,5,4,3,2,4,4,3,1,4,3,5,4,3,2,4,3,4,5,5,6,7,6,7,4,5,5,3,4,4,4,3,6,4,6,4,4,5,75,69,89,90,16,28,100,72,52,86,100,62
43,0,US,4,4,4,fl,2,5,1,4,4,2,5,4,5,5,2,5,5,4,1,2,4,5,2,2,2,2,4,4,4,1,5,5,4,4,2,2,4,5,5,2,4,4,4,2,2,2,5,4,4,2,2,3,5,4,4,4,5,4,5,4,1,4,2,4,2,2,2,2,2,1,4,4,1,2,4,2,4,4,4,3,4,4,4,5,1,4,4,4,2,1,2,4,2,2,2,4,4,4,5,4,4,2,4,4,3,5,2,3,5,5,3,5,6,5,3,5,3,6,2,6,3,2,2,3,86,56,71,59,13,73,64,62,56,83,86,74
25,0,US,5,6,5,FL,5,3,2,3,5,4,3,1,2,4,4,1,5,3,3,2,4,1,2,4,3,4,5,5,1,2,3,3,4,5,5,3,3,2,3,4,5,1,3,4,5,5,3,1,2,2,1,5,4,5,2,5,4,3,4,4,2,3,3,4,5,1,3,1,4,5,1,4,5,2,2,4,5,2,1,2,4,1,3,2,1,5,4,4,3,2,1,5,4,5,4,4,5,4,5,2,4,3,3,3,4,6,5,5,1,3,7,1,1,7,5,7,4,4,3,2,4,2,5,3,48,82,57,52,15,83,52,57,55,87,74,64
25,0,US,1,6,5,CA,3,2,4,5,4,4,5,5,5,5,5,3,3,4,1,2,3,5,1,3,4,2,2,4,5,3,1,1,1,1,5,3,4,4,3,3,4,5,4,1,5,3,2,3,2,3,2,1,5,2,2,5,5,3,2,4,2,4,1,3,1,1,1,3,3,4,5,2,5,1,1,2,3,2,3,2,2,4,5,5,2,5,2,4,4,3,3,4,2,5,2,5,5,4,3,3,3,5,1,5,1,4,6,2,1,1,2,7,6,4,4,7,1,1,7,3,1,5,4,7,26,69,100,34,65,40,57,74,57,89,43,40
25,0,US,1,5,4,MO,3,5,3,4,3,2,2,2,1,2,3,3,1,3,3,4,5,3,1,4,4,2,3,3,4,5,2,1,4,2,1,5,2,4,1,3,5,4,1,3,2,3,3,1,4,1,2,2,4,4,2,2,4,5,2,4,2,1,4,4,3,1,4,5,2,5,3,5,1,4,4,2,5,1,2,5,3,2,5,1,3,3,3,5,4,2,5,4,3,5,3,3,4,3,1,5,1,1,1,5,4,3,7,6,4,4,4,2,2,5,5,3,5,3,1,5,2,4,4,6,29,68,26,33,85,17,80,79,31,83,21,70
38,0,US,1,6,4,Georgia,5,2,4,5,5,3,5,3,4,4,3,4,4,2,3,3,2,3,3,3,2,3,3,3,5,1,3,3,3,4,4,4,5,2,5,2,2,5,4,1,5,4,3,5,4,4,2,2,3,4,3,2,3,2,3,4,3,5,3,3,3,5,4,5,5,4,5,3,4,4,2,3,5,5,4,3,4,5,2,4,3,3,4,5,5,2,3,1,4,4,1,3,3,3,3,4,2,4,3,5,4,5,5,4,4,5,5,5,6,4,5,5,4,2,5,4,5,5,4,4,72,59,87,80,12,19,78,69,44,95,83,29
50,0,US,1,6,5,Texas,2,2,3,3,3,3,4,3,4,4,4,4,3,2,2,3,3,5,2,3,2,4,3,3,4,3,4,3,2,4,2,3,4,3,4,1,2,4,3,4,2,4,4,4,2,3,4,3,3,2,3,3,2,3,3,3,3,3,2,2,3,2,3,3,4,4,2,2,4,4,2,4,3,4,3,3,2,3,4,2,3,3,2,5,2,3,1,4,5,3,3,4,2,3,4,4,3,5,3,4,4,4,4,2,5,5,5,7,4,4,5,3,6,5,5,7,4,6,3,7,100,41,100,82,39,0,24,38,36,80,66,78
25,1,US,1,8,6,CA,4,4,3,4,3,4,3,2,4,4,4,3,3,2,2,3,2,4,3,4,2,4,3,4,4,4,3,3,2,3,4,2,3,3,3,2,3,5,3,2,3,3,4,4,2,3,3,2,3,5,3,3,3,3,3,2,3,3,3,3,2,4,3,2,3,3,2,3,3,4,3,3,4,4,3,2,2,3,4,3,3,3,3,4,2,4,2,3,4,3,3,3,4,3,4,3,3,3,3,2,4,3,3,3,3,4,3,3,4,5,3,4,3,4,4,1,2,3,5,4,35,75,71,76,28,70,67,68,73,71,63,68
54,0,US,1,8,8,Arkansas,2,4,4,5,5,2,4,5,4,4,2,4,5,4,4,3,3,4,3,3,1,4,5,4,4,2,4,4,4,4,2,4,4,4,5,3,4,4,4,4,2,4,5,4,4,2,3,4,5,4,2,4,5,4,4,2,4,4,4,4,1,4,4,4,4,2,4,3,3,2,2,4,4,5,4,2,4,4,4,4,2,4,4,5,4,2,4,4,4,4,2,3,5,5,5,2,2,4,4,3,5,6,5,3,5,4,2,5,5,5,6,2,3,2,3,3,3,3,4,5,92,85,77,16,77,67,60,58,92,75,70,74
30,0,US,1,5,5,indiana,1,1,5,3,4,4,4,2,5,5,5,5,3,1,2,1,2,4,3,5,1,5,2,1,3,4,4,3,2,4,5,1,1,2,4,1,2,3,5,4,1,3,5,4,2,4,4,2,1,2,4,3,1,1,2,2,3,5,3,1,4,2,4,1,4,4,1,1,4,3,2,4,4,4,4,1,2,2,3,2,4,2,1,4,3,4,2,5,5,2,5,4,1,4,4,4,2,4,2,5,6,7,5,6,6,5,7,6,7,1,6,7,6,3,6,6,7,6,2,5,22,69,72,72,29,75,67,66,68,69,71,77
48,1,US,1,8,7,usa,2,3,4,4,3,4,3,2,4,3,3,4,3,2,2,3,3,3,4,4,2,2,3,3,3,3,4,4,2,4,3,2,2,3,4,3,3,4,3,3,3,4,4,3,2,3,4,2,2,2,4,3,3,3,3,3,3,3,3,2,4,3,4,3,4,3,2,3,3,3,3,3,4,4,4,3,3,2,3,3,3,2,2,4,3,3,2,3,4,3,3,3,3,4,3,2,2,4,2,3,5,6,5,5,5,4,6,4,5,4,6,5,5,2,5,6,5,5,2,5,41,68,66,83,37,68,67,61,65,65,76,69
43,0,US,1,6,5,Georgia,3,4,3,2,3,3,3,4,4,2,3,3,2,3,4,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,4,4,2,3,4,4,3,2,4,2,3,3,4,3,4,2,2,2,3,3,4,3,2,2,2,3,3,3,3,2,2,3,3,3,4,4,3,4,2,3,3,2,4,3,4,3,3,3,3,3,3,3,4,3,2,3,2,2,3,4,3,2,3,4,3,3,3,4,5,5,5,5,5,6,6,5,5,3,5,5,6,3,6,6,6,6,3,6,82,62,64,78,30,37,79,92,80,68,70,89
39,1,US,1,6,4,New Jersey,4,5,5,2,2,1,4,4,1,5,4,4,4,2,1,2,5,4,1,1,2,5,4,2,2,2,5,4,1,2,3,5,4,2,4,2,5,5,1,2,4,4,5,2,5,2,5,2,1,1,5,5,4,2,4,2,5,2,1,1,4,5,2,1,4,2,5,2,1,1,5,4,2,4,2,2,5,5,1,4,2,5,2,2,2,1,5,3,1,4,4,5,4,2,1,2,4,5,1,4,5,6,4,4,5,2,2,2,5,2,3,5,5,6,5,5,3,2,4,5,5,41,41,75,6,19,50,50,57,34,50,58
29,0,US,1,6,5,new york,1,5,4,5,3,3,2,4,1,5,3,1,5,2,4,5,5,1,4,2,2,3,1,4,1,4,3,1,2,2,3,1,5,4,1,1,4,2,2,1,5,5,3,1,4,1,5,2,5,2,4,1,3,3,4,5,1,1,3,1,5,4,5,5,3,3,1,5,1,1,3,1,2,1,1,4,2,3,4,2,4,3,3,2,5,4,2,5,4,5,3,3,3,3,1,3,5,3,2,3,4,5,4,4,4,4,5,5,5,2,6,4,5,2,6,2,3,4,4,6,36,70,75,83,33,30,72,71,87,81,79,74
39,0,US,1,6,5,USA,3,3,4,3,3,3,3,2,4,4,3,3,2,3,3,2,3,3,3,4,2,4,3,3,3,4,4,4,3,4,4,3,3,3,3,2,3,3,3,4,2,4,4,4,3,4,4,3,3,2,4,3,3,3,2,2,4,3,4,3,3,2,3,3,3,3,2,3,4,4,2,4,4,3,3,3,2,2,2,2,3,2,2,3,3,4,3,4,4,3,3,3,3,4,3,4,2,4,3,4,5,5,4,5,5,5,6,5,5,4,6,4,5,4,5,5,4,6,3,5,27,73,74,86,26,61,53,64,67,65,65,56
48,1,US,1,8,7,north carolina,3,3,4,4,3,3,3,2,4,3,3,3,3,2,3,4,3,2,4,4,2,2,3,3,3,5,4,4,3,3,4,3,3,2,4,3,2,4,3,3,2,4,3,3,2,4,3,2,2,2,3,2,3,4,2,3,4,5,4,3,3,2,3,2,3,4,3,2,3,4,2,3,4,5,4,3,3,3,3,2,3,2,1,4,2,3,3,3,3,4,4,4,3,5,3,4,3,3,2,4,6,6,5,6,4,6,5,5,5,4,4,6,4,3,7,5,5,4,3,5,22,78,88,77,16,85,76,83,87,82,85,94
28,0,US,1,2,4,united state,3,4,3,3,4,3,2,3,3,3,4,4,4,3,3,3,3,4,4,4,2,4,2,3,3,4,3,2,3,3,3,3,3,3,3,2,3,4,3,3,2,4,3,3,3,2,4,2,3,2,3,3,3,2,2,3,4,4,3,4,3,4,2,2,2,3,2,2,3,4,3,4,4,4,4,2,4,2,4,3,4,3,2,3,3,3,2,3,4,2,3,3,3,3,4,4,3,4,3,3,5,5,5,4,4,5,4,5,4,4,4,4,4,3,5,4,5,5,4,5,33,53,63,44,41,73,57,75,61,72,59,45
38,0,US,1,6,5,INDIANA,2,3,4,4,4,3,4,2,4,4,4,4,4,2,2,3,2,3,4,3,2,3,3,3,4,4,4,2,2,3,4,3,2,2,3,3,2,4,3,4,2,4,4,4,2,4,3,3,3,3,3,3,3,2,1,4,4,3,3,2,2,3,2,2,4,4,3,2,4,4,3,4,3,2,4,2,3,3,3,3,4,2,3,4,2,4,3,4,4,3,3,4,2,3,4,4,3,3,3,4,4,6,5,5,4,5,4,5,5,3,6,5,5,3,6,4,4,5,4,5,60,72,72,59,23,39,73,82,60,86,69,66
38,1,US,1,4,7,PA,3,5,5,2,3,3,5,5,3,5,4,4,5,4,1,4,5,5,2,4,2,5,5,4,3,4,5,5,1,4,4,5,5,2,1,2,5,5,1,2,2,4,5,3,1,3,3,5,3,1,5,5,5,2,1,2,4,5,3,2,2,1,5,5,3,4,4,5,4,1,4,4,5,5,3,5,5,5,3,4,3,5,5,2,2,4,5,5,4,4,2,5,4,1,5,4,5,5,2,3,1,5,5,5,6,5,4,6,4,2,5,6,6,5,5,6,3,3,4,5,0,50,100,20,50,5,100,100,70,50,100,40
56,0,US,1,6,7,NY,1,5,5,5,4,1,4,5,4,5,1,5,5,5,5,5,5,4,4,5,1,5,5,5,5,1,4,5,5,5,1,5,5,4,4,2,5,4,4,4,1,5,4,5,5,1,4,4,4,4,1,5,5,5,5,1,4,2,4,5,1,5,4,4,4,1,5,4,4,4,1,5,4,5,4,2,5,4,4,4,1,5,4,4,5,1,5,4,4,4,1,5,5,5,5,1,5,4,4,5,7,7,7,7,7,3,2,2,2,3,5,1,1,2,2,1,7,7,7,7,0,7,9,2,5,0,50,13,19,7,50,16
31,1,US,1,8,5,New York,2,5,5,4,5,1,5,2,5,5,1,5,5,5,5,2,5,2,4,5,1,5,5,5,5,1,4,2,5,5,1,5,5,5,5,2,5,4,5,4,1,5,5,5,5,1,5,1,5,5,4,5,5,2,5,1,5,2,5,5,1,5,5,5,5,1,5,1,5,5,4,5,5,5,5,1,5,5,5,4,1,5,5,5,5,1,5,4,4,5,1,5,4,4,5,1,5,2,5,5,7,7,7,2,6,1,1,5,2,2,1,1,3,2,1,1,7,5,7,7,4,38,37,44,20,0,35,21,51,64,98,48
26,0,US,1,2,6,New york,1,5,4,5,4,2,3,4,4,5,3,5,3,5,4,3,4,4,4,2,1,5,4,4,5,2,4,4,4,4,2,5,4,3,2,1,5,4,3,5,1,5,4,5,4,2,5,4,3,1,3,4,3,4,4,2,4,3,4,3,2,5,4,5,4,2,4,3,4,4,2,5,4,5,4,3,5,5,3,3,3,4,4,5,3,2,3,4,4,3,2,4,4,5,4,2,3,4,2,4,6,5,7,4,7,4,4,5,4,2,5,5,5,3,6,4,2,4,5,7,17,100,45,4,25,52,33,44,80,79,68,30
59,0,US,1,5,3,WA,3,3,2,2,3,2,3,3,3,3,3,3,2,3,2,2,4,2,3,3,3,2,4,3,2,3,4,2,2,2,2,3,3,3,2,3,3,2,2,3,2,5,3,3,3,3,4,3,3,3,3,4,2,2,3,3,4,2,3,4,3,3,3,4,4,3,3,3,3,3,3,2,4,3,3,4,3,3,3,4,2,5,4,4,1,3,4,4,3,3,4,3,3,2,2,4,2,4,2,4,4,4,5,6,4,4,3,4,6,3,5,5,5,4,5,4,5,5,3,4,22,61,74,66,23,59,67,57,57,60,68,58
51,1,US,1,4,7,Arkansas,1,4,5,2,4,2,4,4,3,4,2,4,4,2,3,2,4,4,2,2,1,4,4,2,4,2,4,5,3,2,2,4,4,2,2,2,4,5,3,2,1,4,5,4,2,2,4,5,2,1,2,4,4,4,4,2,4,4,2,4,2,4,4,4,4,2,5,4,3,2,2,4,4,4,4,2,4,5,4,2,2,4,5,4,4,2,4,5,2,4,2,4,4,4,4,2,2,4,2,2,6,5,3,3,3,2,2,2,5,3,5,5,6,6,3,6,2,5,3,3,13,98,96,91,13,91,97,96,97,82,96,85
25,0,US,1,6,6,CA,2,3,4,1,5,3,2,2,4,4,5,2,5,1,2,2,4,3,1,2,1,2,4,4,5,3,3,1,2,3,4,3,3,3,5,3,4,4,5,2,2,1,1,2,3,3,5,2,2,2,2,5,2,3,4,5,2,2,4,2,5,1,1,4,3,3,4,3,2,5,1,2,2,4,1,5,5,4,3,3,1,5,3,3,2,5,4,5,2,5,3,4,4,2,4,4,2,3,1,2,5,6,4,5,5,3,3,2,6,5,5,3,5,6,7,2,7,5,2,2,36,61,75,68,37,65,66,62,68,63,59,69
33,0,US,1,4,3,Pennsylvania,2,4,4,5,4,1,4,5,2,4,2,4,5,4,4,2,4,4,1,3,2,5,4,4,3,1,4,5,2,4,2,5,5,5,2,1,4,4,3,5,2,5,5,4,2,1,1,4,3,3,2,5,5,4,2,1,5,4,2,4,1,5,4,3,2,2,5,4,3,5,3,4,4,5,4,1,5,5,3,3,2,5,5,4,3,1,5,4,2,3,2,5,4,5,4,2,3,4,1,3,6,7,7,6,7,4,5,3,2,4,4,2,5,4,3,4,5,5,5,6,50,30,76,0,0,15,22,11,57,33,66,26
24,1,US,1,8,6,FL,1,1,5,4,5,3,4,2,3,4,4,4,1,2,1,1,2,4,5,4,2,4,2,1,4,4,5,5,3,4,5,1,1,1,4,2,2,4,5,5,2,5,5,4,3,5,4,2,3,1,5,1,1,2,1,1,3,5,5,2,4,3,4,2,5,4,1,1,4,4,3,5,4,5,5,2,2,2,2,1,4,2,2,4,1,4,2,3,4,2,4,3,2,4,4,5,1,4,3,5,6,5,5,5,5,5,4,6,6,3,5,6,5,3,6,5,6,6,2,5,12,92,96,82,24,94,91,80,100,82,78,94
33,0,US,1,5,5,OHIO,3,2,3,3,3,3,4,3,3,4,3,3,3,3,2,3,3,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,3,2,3,3,3,3,2,3,3,3,2,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,4,4,3,3,3,3,2,3,3,2,3,3,3,4,2,3,4,3,3,4,2,3,3,4,3,3,3,3,5,5,6,6,6,6,5,5,6,2,5,5,6,3,5,5,6,5,2,5,12,77,88,79,22,77,88,78,90,89,81,79
24,0,US,5,6,4,GA,4,3,3,3,5,1,4,5,3,3,4,3,5,5,4,5,5,4,2,3,5,5,3,5,3,4,4,1,5,2,1,5,5,4,3,1,5,5,3,4,1,4,2,4,2,4,3,4,5,5,3,1,2,2,3,4,5,3,4,5,5,5,2,4,2,5,1,5,3,2,4,4,1,3,2,1,2,3,5,2,1,2,4,4,2,5,5,2,3,3,5,5,5,1,4,3,5,3,5,2,6,6,4,5,4,7,5,4,3,3,2,4,3,2,4,2,4,6,3,4,24,100,72,31,44,86,31,41,36,58,31,38
47,0,US,1,4,6,North Carolina,5,4,5,1,5,4,3,4,5,5,4,5,5,2,4,4,3,4,5,5,2,4,4,2,4,4,2,4,4,5,4,5,4,2,5,4,5,5,5,5,5,4,5,1,5,4,3,4,5,5,4,4,5,3,4,3,2,5,4,5,2,4,4,4,4,4,4,5,3,5,2,4,3,4,4,4,4,5,4,4,4,4,4,2,5,4,4,4,4,4,4,4,4,4,5,4,3,5,4,4,5,5,5,5,5,5,5,6,5,7,7,2,3,3,3,3,4,5,5,5,81,59,91,64,37,84,46,80,88,91,54,57
24,0,US,1,6,5,California,1,3,1,3,5,1,3,3,3,4,3,3,3,4,1,4,3,1,1,1,3,5,2,3,5,5,2,5,1,2,5,2,5,3,3,3,3,1,1,4,4,4,2,3,2,1,3,1,4,1,3,4,1,5,2,2,1,2,5,4,2,4,3,5,3,4,2,4,2,4,1,4,3,5,2,3,5,1,1,2,5,2,4,5,5,3,5,3,2,2,2,1,2,2,4,4,1,2,1,3,7,1,4,6,3,1,5,2,4,2,2,4,3,6,2,7,7,4,4,4,33,41,74,70,61,72,39,70,38,42,74,66
30,0,US,1,6,1,yes,4,4,2,2,2,2,3,4,3,2,3,2,4,3,4,4,3,2,4,2,3,2,4,4,2,2,2,2,4,2,2,4,4,4,3,4,4,3,2,4,4,3,3,2,4,2,2,4,4,4,2,4,4,3,4,1,3,2,2,3,4,4,2,4,2,2,3,4,3,2,4,2,2,3,5,4,4,4,3,4,4,4,4,2,4,2,4,2,2,3,3,3,4,3,3,2,3,3,4,3,4,2,2,2,2,3,2,2,3,6,2,2,2,6,2,3,2,2,6,3,47,52,51,53,48,66,53,52,52,52,52,52
60,0,US,1,6,2,Oregon,4,4,4,4,3,2,4,4,2,5,2,4,3,4,4,3,4,4,1,5,3,4,5,2,3,3,4,4,3,5,2,4,4,4,5,2,4,4,2,5,4,4,4,4,5,2,4,5,2,3,2,4,4,2,5,1,5,4,2,4,3,4,4,2,4,3,5,4,2,4,1,4,3,2,4,3,5,4,4,5,2,4,4,3,3,3,5,3,3,4,2,4,2,4,4,2,4,3,5,3,5,6,5,5,7,5,3,4,3,2,4,3,2,4,2,3,5,4,5,6,49,40,55,15,28,17,17,16,71,51,60,16
42,0,US,1,2,3,Michigan,1,2,4,3,4,2,1,4,3,4,1,2,4,1,3,3,1,4,4,3,1,2,4,1,4,2,2,4,3,3,2,2,5,2,3,2,4,4,2,2,1,2,4,1,5,2,2,4,4,1,1,2,5,3,4,2,3,4,3,3,2,2,4,4,4,2,2,4,4,2,2,2,5,4,4,4,4,4,5,3,2,3,4,4,4,2,4,3,3,2,2,1,4,4,5,2,2,4,4,5,7,2,5,2,3,2,2,3,1,2,2,6,7,6,6,6,2,3,3,5,100,50,10,0,10,5,0,0,50,10,10,0
