Age,Gender,Nationality,Ethnicity,Education,Income,State,BFAS_1,BFAS_2,BFAS_3,BFAS_4,BFAS_5,BFAS_6,BFAS_7,BFAS_8,BFAS_9,BFAS_10,BFAS_11,BFAS_12,BFAS_13,BFAS_14,BFAS_15,BFAS_16,BFAS_17,BFAS_18,BFAS_19,BFAS_20,BFAS_21,BFAS_22,BFAS_23,BFAS_24,BFAS_25,BFAS_26,BFAS_27,BFAS_28,BFAS_29,BFAS_30,BFAS_31,BFAS_32,BFAS_33,BFAS_34,BFAS_35,BFAS_36,BFAS_37,BFAS_38,BFAS_39,BFAS_40,BFAS_41,BFAS_42,BFAS_43,BFAS_44,BFAS_45,BFAS_46,BFAS_47,BFAS_48,BFAS_49,BFAS_50,BFAS_51,BFAS_52,BFAS_53,BFAS_54,BFAS_55,BFAS_56,BFAS_57,BFAS_58,BFAS_59,BFAS_60,BFAS_61,BFAS_62,BFAS_63,BFAS_64,BFAS_65,BFAS_66,BFAS_67,BFAS_68,BFAS_69,BFAS_70,BFAS_71,BFAS_72,BFAS_73,BFAS_74,BFAS_75,BFAS_76,BFAS_77,BFAS_78,BFAS_79,BFAS_80,BFAS_81,BFAS_82,BFAS_83,BFAS_84,BFAS_85,BFAS_86,BFAS_87,BFAS_88,BFAS_89,BFAS_90,BFAS_91,BFAS_92,BFAS_93,BFAS_94,BFAS_95,BFAS_96,BFAS_97,BFAS_98,BFAS_99,BFAS_100,FPPosture1,FPPosture2,FPPosture3,FPPosture4,FPPosture5,FPPosture6,FPPosture7,FPPosture8,FPPosture9,FPPosture10,FPPosture11,FPPosture12,FPPosture13,FPPosture14,FPPosture15,FPPosture16,FPPosture17,FPPosture18,FPPosture19,FPPosture20,SECS_1,SECS_2,SECS_3,SECS_4,SECS_5,SECS_6,SECS_7,SECS_8,SECS_9,SECS_10,SECS_11,SECS_12
33,1,US,White,6,5,NY,2,3,3,5,3,3,3,1,3,3,3,3,1,2,3,3,1,5,4,5,3,3,1,1,4,3,4,5,2,5,4,2,2,3,3,3,2,4,3,5,2,5,4,4,3,5,3,2,2,1,3,3,1,2,2,2,5,3,4,2,4,2,5,1,3,3,3,2,4,4,3,3,5,4,3,2,2,4,2,3,3,3,1,4,2,4,3,4,3,2,3,4,3,3,4,3,3,4,1,4,4,4,6,6,5,6,5,5,5,4,5,6,6,3,5,5,4,5,3,6,44,73,58,94,35,29,70,68,67,83,70,70
57,1,US,White,6,1,FL,5,5,5,4,5,1,3,4,4,5,1,5,5,4,5,3,5,3,4,5,1,5,5,5,5,1,5,2,5,5,1,5,5,4,5,2,5,2,4,4,1,5,5,3,5,1,5,2,5,2,4,5,5,4,5,1,5,3,4,5,1,5,4,5,5,1,5,2,4,5,1,5,5,5,5,2,5,4,5,4,1,5,4,5,5,1,4,2,4,4,1,5,5,5,5,1,4,4,4,5,7,6,7,5,7,3,4,5,3,2,2,2,2,3,1,2,4,5,6,6,18,2,72,16,12,50,50,38,65,50,69,81
54,1,US,White,6,5,MI,2,5,3,3,2,3,4,3,2,4,4,3,2,4,4,4,3,4,2,5,3,4,3,2,1,3,2,5,3,2,4,4,2,4,3,3,2,4,3,3,5,1,1,3,3,3,3,4,4,5,3,4,4,4,3,3,4,4,5,3,3,2,3,3,2,3,2,2,3,4,2,3,2,4,4,4,4,4,3,2,4,5,3,4,4,4,4,2,3,4,4,2,4,4,2,3,3,1,2,3,6,6,4,5,6,5,6,4,4,2,6,6,4,3,5,5,5,4,2,6,34,85,65,78,23,78,68,79,63,86,86,74
29,0,US,White,6,5,MA,4,4,4,2,3,3,2,4,3,4,3,3,4,2,4,4,4,5,2,4,2,3,4,2,3,3,3,5,4,4,3,5,5,2,4,3,5,5,3,4,5,4,5,3,3,4,5,4,4,4,4,2,2,1,4,1,4,4,3,3,4,5,4,2,3,4,4,5,1,3,3,4,4,4,4,4,5,3,2,4,2,4,2,2,4,3,5,4,3,3,2,3,3,2,2,2,2,5,2,3,6,7,5,6,6,3,3,2,1,1,2,6,6,6,7,7,3,2,3,5,10,50,0,0,35,35,10,5,81,20,5,10
41,0,US,Hispanic,6,5,NY,5,2,2,4,3,1,5,1,1,4,5,3,3,4,2,1,5,3,1,4,1,3,2,1,3,1,5,2,1,5,3,2,2,1,4,1,5,5,1,4,5,5,1,5,5,1,5,4,1,2,5,2,2,1,1,1,5,3,1,2,4,1,2,2,2,1,5,2,1,4,4,4,4,5,2,1,5,5,1,5,3,5,2,4,4,1,5,5,1,5,3,4,1,3,1,1,5,1,1,3,5,7,6,5,7,4,4,7,4,2,5,4,1,3,3,4,5,4,4,6,0,0,66,0,18,80,50,50,100,100,100,50
38,1,US,White,6,6,UT,1,5,4,5,4,1,3,5,4,5,1,5,5,4,5,5,5,4,5,4,1,4,5,4,4,1,4,4,5,5,1,5,5,4,4,1,5,4,3,5,5,4,4,5,5,2,4,4,4,3,2,5,5,4,5,4,4,4,4,5,1,5,5,5,5,1,5,3,4,4,4,4,3,4,4,2,5,3,5,4,1,5,4,4,4,1,4,3,4,4,1,5,4,4,4,1,4,2,5,5,4,4,2,2,3,3,4,5,5,4,6,5,3,3,3,5,2,2,3,4,82,97,84,96,76,96,90,86,97,91,100,95
40,0,US,White,6,5,FL,1,5,4,4,3,3,1,5,4,5,1,2,5,4,5,4,3,3,4,4,2,2,5,4,3,1,2,5,5,2,1,4,5,3,3,3,5,2,3,3,1,3,5,3,4,1,2,5,5,3,2,3,5,4,5,2,3,2,4,4,1,5,5,5,2,1,5,3,3,2,3,3,5,4,4,3,5,4,5,4,1,4,5,3,3,3,3,2,4,2,1,3,5,3,4,2,3,3,5,3,7,7,7,6,7,1,3,1,1,1,7,6,1,4,4,5,6,6,6,7,0,34,0,0,15,54,0,0,47,34,33,0
73,0,US,White,2,6,MA,2,5,4,3,4,1,4,4,3,4,1,4,5,3,3,2,5,4,4,2,2,4,5,3,3,1,4,3,3,4,2,4,5,3,4,2,5,4,3,1,3,4,4,3,5,1,4,4,4,3,3,5,5,2,3,2,4,4,4,4,1,4,3,3,3,1,5,4,3,3,4,4,4,3,3,3,5,5,5,3,1,5,4,3,5,1,5,4,2,4,2,4,5,2,4,1,4,4,2,3,4,5,5,5,5,4,4,4,5,6,5,3,4,3,2,4,4,4,3,4,91,81,92,85,49,61,100,100,91,85,100,91
30,1,US,White,4,6,IL,1,5,5,5,5,1,5,5,4,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,4,1,5,5,4,4,1,5,5,5,3,1,5,4,4,5,1,5,5,5,4,1,4,4,4,3,2,5,5,3,3,1,5,5,3,4,1,5,5,5,3,1,5,4,4,5,2,5,5,5,4,1,5,4,5,2,2,5,4,5,5,1,5,5,3,2,2,5,5,5,5,1,5,5,2,5,6,7,7,6,7,5,4,5,4,4,6,3,3,3,4,3,5,4,4,7,50,25,100,100,50,0,100,50,100,70,100,100
31,1,US,White,4,8,OR,4,2,4,4,4,2,4,4,4,4,2,4,4,2,3,2,4,4,4,4,2,4,4,4,4,2,4,4,4,4,2,4,4,2,4,2,5,4,3,4,2,4,4,4,4,2,4,2,4,4,3,4,2,2,4,2,4,4,4,2,2,4,4,4,4,2,4,4,3,4,3,2,4,4,4,2,5,4,3,3,2,4,4,4,3,2,4,4,4,3,2,4,4,4,4,2,3,4,4,4,6,6,6,6,6,3,2,1,7,2,2,4,4,2,6,3,6,6,5,6,90,23,21,14,26,13,71,74,63,68,64,86
54,0,US,White,8,6,NY,4,3,4,4,3,2,2,3,2,3,3,4,2,3,3,4,3,4,3,4,2,3,4,2,4,4,3,4,3,4,2,3,3,2,4,2,4,4,4,3,2,2,4,2,2,3,4,4,3,3,3,2,3,4,3,4,4,3,4,3,3,2,4,3,4,3,3,4,3,2,1,2,3,3,3,2,3,3,1,2,4,2,4,4,4,2,3,3,4,3,2,3,4,3,4,4,4,5,3,4,4,5,4,3,6,4,4,5,5,3,4,5,5,5,5,4,4,3,3,3,47,69,74,30,58,67,53,44,49,39,74,72
41,0,US,White,8,7,MD,1,4,4,5,4,2,5,4,3,4,2,2,5,5,4,2,5,4,4,5,1,4,5,4,4,2,5,4,4,4,2,4,5,4,4,2,5,4,4,3,1,3,4,4,4,1,5,5,3,4,2,4,4,4,4,1,2,4,4,4,1,4,5,5,5,2,5,4,3,4,2,4,4,5,4,2,5,4,5,3,2,4,4,4,5,2,5,4,3,2,2,3,4,5,4,2,2,2,4,4,4,6,5,5,4,5,4,5,3,2,6,3,3,3,3,3,3,4,3,6,49,64,90,41,44,32,37,40,74,92,39,79
56,0,US,White,8,6,MA,1,5,5,5,4,1,5,5,4,5,1,5,5,5,5,2,5,5,4,5,1,5,5,5,5,1,5,5,4,5,1,5,5,4,5,2,5,5,4,5,1,5,5,5,5,1,4,4,2,5,2,5,5,5,5,2,4,5,4,5,1,5,4,5,5,1,5,5,4,4,4,5,4,5,4,2,5,4,4,4,1,5,5,5,5,1,5,5,4,2,1,5,5,5,5,1,5,4,4,4,6,7,7,7,6,3,2,5,2,4,5,5,3,2,3,5,6,5,4,3,19,29,60,19,18,1,88,32,72,59,82,20
38,1,US,Hispanic,7,7,GA,2,4,5,5,4,1,4,5,3,4,2,4,5,5,3,2,4,5,2,2,2,4,5,5,3,1,5,5,3,2,2,4,5,4,1,1,5,5,3,1,2,4,5,5,4,1,4,4,3,1,2,3,5,3,2,1,5,4,4,1,1,4,4,3,3,2,5,4,3,2,2,4,4,4,4,3,5,5,2,1,2,4,5,4,4,2,5,4,2,1,1,4,5,4,4,1,5,4,2,2,6,7,3,5,7,2,2,2,2,2,3,5,6,6,5,6,2,4,2,4,78,56,39,6,100,16,60,67,57,32,85,41
40,0,US,White,7,5,GA,3,4,3,3,4,3,5,3,3,3,4,2,2,3,2,2,2,2,3,4,3,3,3,3,3,4,5,4,2,3,5,2,1,2,4,1,2,5,2,2,3,5,3,2,2,3,4,2,4,2,2,4,1,2,1,2,2,4,3,1,4,1,3,4,3,4,2,2,4,3,1,3,5,3,4,2,2,2,2,2,3,4,2,4,1,4,1,4,3,1,4,2,3,4,4,3,3,4,3,3,6,5,6,4,6,6,7,5,6,3,7,5,6,2,5,5,6,5,2,5,8,95,87,85,12,90,90,92,82,89,81,85
35,1,US,White,8,5,CO,3,1,4,4,3,4,5,1,3,3,4,4,3,2,1,3,2,3,5,5,2,5,3,2,5,3,5,4,2,5,3,2,3,3,4,3,2,4,4,4,1,5,5,4,2,4,5,2,2,2,5,2,1,3,1,2,3,3,3,3,5,3,4,2,4,3,1,2,4,3,3,3,4,4,5,1,2,1,1,1,5,1,2,4,2,4,2,3,3,3,4,3,2,4,4,5,1,5,3,3,5,6,4,5,7,5,6,7,5,3,6,6,6,1,6,7,6,6,3,7,7,94,94,95,15,93,89,95,83,86,83,95
59,0,US,White,2,2,ID,2,4,4,3,4,5,4,4,4,4,2,2,4,2,2,4,5,5,4,2,2,2,5,2,4,4,4,4,4,2,2,4,4,2,1,4,4,4,2,2,2,4,4,2,2,4,4,4,4,2,5,4,4,2,2,4,4,5,4,2,2,4,4,4,4,5,2,5,4,4,2,4,2,5,4,5,4,2,5,2,4,5,5,4,4,5,4,4,3,2,2,4,4,4,4,5,2,4,4,2,2,6,6,5,6,7,7,7,6,5,7,2,5,2,3,3,3,3,5,6,100,100,95,7,21,51,80,81,100,38,93,93
42,1,US,White,6,8,CO,2,3,5,3,5,2,5,3,4,5,3,4,3,5,5,3,5,5,4,5,2,4,4,3,5,2,5,4,4,5,1,4,5,1,5,1,5,4,1,3,2,4,4,3,4,2,4,3,3,5,3,5,5,2,3,2,2,5,2,5,1,4,4,4,5,2,5,4,3,5,3,4,3,3,4,3,5,5,2,5,2,4,3,3,5,3,5,5,4,3,2,5,3,3,5,2,5,5,2,5,7,7,7,6,7,4,4,7,3,4,4,5,4,2,4,3,7,3,5,6,34,50,75,10,25,10,84,65,89,81,100,75
37,0,US,White,8,4,IL,2,5,5,5,5,1,4,5,4,4,1,4,5,5,5,2,5,1,1,5,1,5,5,5,5,1,5,4,2,5,1,5,5,5,3,1,5,2,1,4,1,4,4,4,5,1,4,2,5,5,1,5,5,5,5,1,4,1,1,5,1,5,4,5,5,1,5,1,1,4,1,5,4,4,5,2,5,5,5,5,1,5,5,4,5,1,5,1,4,4,1,5,5,4,5,1,5,1,5,4,6,6,5,6,6,2,2,3,3,1,3,6,2,5,6,2,5,5,6,2,57,55,23,12,20,6,19,9,86,61,44,9
32,0,US,White,6,5,CA,2,4,4,4,5,2,4,4,3,3,3,4,3,3,4,2,3,4,4,4,2,4,4,3,5,2,3,4,4,3,3,4,4,3,4,1,3,4,3,5,3,4,4,4,4,2,3,3,3,3,3,3,3,3,4,2,3,3,4,3,3,4,4,3,3,2,4,3,3,4,2,4,4,3,5,2,4,4,3,4,3,3,3,3,4,3,2,4,4,4,2,4,3,3,4,3,2,4,3,4,1,1,1,1,1,4,7,1,7,3,7,7,7,7,7,7,1,1,1,1,100,100,35,30,100,100,100,100,100,100,100,100
36,0,US,White,6,5,SC,2,4,4,4,4,2,3,4,4,4,2,3,4,4,4,2,4,4,3,2,2,4,4,4,4,2,4,3,4,4,2,4,4,3,4,1,5,4,4,4,2,4,4,4,4,2,4,4,4,1,2,5,4,3,4,2,2,4,4,2,2,4,4,4,3,2,4,4,4,2,2,4,2,4,4,2,4,4,3,2,2,4,4,4,4,2,4,3,4,3,2,4,4,4,4,2,4,3,2,2,4,6,5,5,6,3,3,5,4,4,3,3,3,3,5,2,5,3,4,5,49,59,51,51,43,92,14,47,65,56,93,51
51,1,US,White,8,5,FL,3,2,4,4,4,3,3,2,4,4,4,4,4,3,4,4,3,4,3,4,2,3,2,3,4,4,4,4,4,4,3,2,4,3,3,3,4,4,4,3,3,4,4,4,2,3,3,3,4,3,2,3,3,3,4,2,3,4,3,2,3,3,4,4,4,3,4,3,4,4,3,3,4,4,4,2,4,2,4,4,3,3,2,4,2,3,2,3,3,4,2,3,3,3,4,2,2,4,3,4,5,6,6,5,5,5,5,4,5,7,4,3,4,3,4,5,5,4,3,4,85,62,100,82,73,86,50,61,60,69,79,100
35,1,US,White,6,6,IL,2,5,4,4,4,1,5,5,4,5,4,5,4,5,5,1,5,4,4,5,2,5,5,4,5,1,4,5,5,4,1,5,5,4,5,2,5,4,4,4,1,5,5,4,5,1,4,4,4,5,4,5,5,4,5,1,2,4,4,5,4,5,4,4,5,1,5,4,4,4,4,4,4,4,4,2,5,5,4,4,1,5,4,4,5,1,5,5,4,5,2,4,5,4,5,2,4,4,4,4,6,6,3,5,7,6,5,5,5,5,7,3,7,3,3,6,3,2,3,5,100,67,88,100,43,65,100,66,91,66,100,100
48,1,US,White,2,3,CA,4,4,4,4,2,4,4,2,2,5,5,4,2,4,2,4,5,4,3,4,2,4,2,3,1,5,5,3,3,4,4,4,2,3,2,2,4,3,2,4,4,5,3,3,2,4,3,3,2,4,5,5,3,2,4,3,3,3,3,4,4,5,2,3,3,4,5,4,2,4,5,4,3,4,2,4,5,3,2,5,5,5,2,3,2,5,5,4,2,5,5,5,2,4,3,4,4,4,2,4,5,7,6,6,7,6,4,4,4,3,4,3,5,3,5,5,5,4,3,6,3,50,85,8,20,57,50,18,64,50,93,94
37,0,US,White,6,4,OR,1,3,5,4,5,1,3,5,5,5,1,4,4,4,5,1,2,4,3,4,1,4,5,4,5,1,4,5,5,5,1,4,5,4,5,1,4,4,4,3,1,4,5,4,5,1,3,5,4,1,2,4,5,4,5,1,4,5,4,2,1,3,5,5,4,1,5,2,5,2,2,5,5,4,5,1,5,3,5,4,1,5,5,4,5,1,3,3,4,4,1,4,4,5,5,1,1,5,5,4,6,5,5,5,5,5,7,7,4,5,6,2,3,2,4,3,3,4,4,5,69,83,76,0,42,51,76,76,95,92,83,43
40,0,US,White,2,4,MN,1,4,4,5,4,1,4,5,4,4,2,4,5,5,5,1,4,4,4,5,1,5,5,5,4,1,4,4,4,4,1,4,5,4,3,1,5,5,3,5,1,5,5,5,5,2,4,4,4,2,1,5,5,4,4,1,4,4,4,4,1,1,4,4,4,1,5,4,3,4,1,4,1,5,4,1,5,4,4,2,1,5,5,5,4,1,4,4,4,2,1,4,5,5,4,1,4,4,4,4,5,7,5,5,7,4,4,5,3,3,4,4,4,3,3,4,3,3,3,4,0,50,70,20,30,15,50,50,90,75,90,75
36,1,US,White,4,4,KS,1,5,5,5,4,1,5,5,4,4,1,5,5,5,3,1,5,5,4,3,1,5,5,5,4,1,5,5,4,4,1,5,5,4,3,1,5,5,4,3,1,5,5,5,2,1,3,5,3,3,4,5,5,5,3,2,4,5,4,3,1,5,5,4,4,1,5,5,4,4,2,5,4,5,5,1,5,5,3,2,1,5,5,4,5,1,5,5,4,4,1,5,5,4,4,2,4,4,5,2,5,6,6,5,6,4,4,6,4,5,6,2,6,2,2,3,5,5,4,5,97,50,91,94,50,23,99,96,50,55,99,94
30,1,US,Other,5,5,IA,1,2,5,4,4,4,4,2,4,5,4,4,2,4,1,5,4,4,2,4,2,4,2,4,4,4,4,4,2,4,4,2,1,2,1,2,2,4,2,5,2,4,5,4,1,4,4,2,1,4,4,1,2,4,1,4,4,4,2,2,2,1,5,4,1,4,2,2,5,4,4,4,4,5,2,4,4,4,2,5,4,4,4,2,2,4,4,4,1,5,3,4,1,4,4,4,1,3,3,4,7,5,5,5,5,2,6,5,6,2,6,5,5,2,6,6,5,1,5,6,73,5,9,0,21,0,6,4,18,60,58,7
28,1,US,White,6,5,NY,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,4,2,4,3,3,2,3,3,3,3,3,3,2,3,4,3,3,2,4,4,2,4,4,3,4,2,3,3,3,3,4,3,2,4,4,4,3,2,2,4,3,4,4,4,3,4,4,4,3,2,4,2,2,4,3,3,3,3,3,2,2,2,3,2,2,4,4,4,2,3,2,2,4,2,4,3,3,3,3,3,4,4,3,5,5,4,5,4,4,6,5,5,3,5,4,4,4,5,5,4,4,3,5,20,77,75,78,23,82,79,73,77,76,81,76
26,0,US,White,6,5,PA,2,1,3,4,4,5,3,2,4,3,3,4,2,2,2,1,3,3,4,4,1,5,2,1,4,4,4,4,2,4,4,2,2,2,4,3,2,4,3,3,2,4,5,5,3,5,3,2,3,2,4,2,2,1,1,2,4,4,3,3,4,3,4,2,5,4,3,2,4,5,2,5,4,5,5,2,3,3,2,3,5,3,1,4,1,5,1,3,4,2,4,4,2,4,5,4,2,3,2,4,6,5,6,6,7,7,5,5,5,2,6,6,5,2,4,7,7,6,3,6,38,68,71,60,22,69,74,79,55,74,61,58
69,1,US,White,2,4,OH,1,5,5,3,5,1,2,3,4,5,4,5,2,5,1,2,5,4,4,4,1,5,5,5,5,2,4,4,4,3,1,5,5,4,3,3,5,1,3,5,1,5,4,5,5,1,4,4,3,4,5,5,5,5,4,1,5,4,4,2,1,5,3,5,4,2,5,5,4,3,2,5,5,5,5,2,5,2,4,4,4,5,2,5,5,2,5,2,4,4,2,5,4,5,4,4,5,4,4,5,7,7,6,6,7,2,2,2,7,1,6,1,2,3,5,1,6,5,5,7,25,76,80,50,25,0,0,25,100,50,100,100
22,1,US,Black,6,6,OH,4,4,4,3,4,2,4,3,4,4,3,4,3,3,3,3,3,4,4,3,2,4,3,3,3,2,3,4,3,4,2,4,4,3,3,3,4,4,3,3,1,3,4,4,3,3,3,3,3,3,2,3,3,3,3,2,3,4,4,3,2,3,4,3,4,2,4,3,2,3,3,3,4,4,4,3,4,3,4,3,2,4,3,4,4,2,4,3,3,3,3,3,4,4,3,3,3,4,4,3,5,4,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,35,50,59,50,31,32,62,58,50,67,62,63
53,0,US,White,2,4,DC,4,5,3,2,5,3,2,2,2,5,5,5,2,2,4,4,2,4,3,4,3,5,2,2,2,4,4,2,3,4,4,5,3,2,4,4,4,2,3,5,5,5,2,3,4,4,4,2,3,3,5,5,2,3,3,3,4,3,2,4,4,5,2,2,5,4,4,3,2,4,5,4,3,3,4,4,4,3,3,3,3,5,1,2,4,4,5,4,2,3,3,5,1,2,2,4,3,4,3,4,6,6,5,4,7,3,2,2,4,2,5,6,6,6,6,6,5,5,5,6,2,5,23,1,2,3,5,2,96,30,3,19
58,0,US,White,2,3,CA,2,4,5,4,5,1,5,5,4,5,2,4,4,4,4,2,5,5,2,5,1,5,5,2,4,1,5,5,5,4,1,5,4,3,5,1,5,5,3,5,2,4,5,4,5,1,4,3,4,3,3,5,5,4,5,1,5,5,5,5,1,5,4,4,5,1,5,4,4,4,4,4,3,4,5,1,5,5,4,4,2,5,5,4,5,1,5,5,4,2,1,5,5,4,5,1,3,3,1,5,5,7,6,6,6,5,5,5,4,5,6,2,5,3,2,3,3,3,4,6,50,80,75,50,70,50,50,90,85,75,90,85
35,0,US,White,6,6,OH,1,5,5,4,5,1,5,5,4,5,2,4,5,5,5,1,3,5,5,4,2,5,5,4,5,1,4,4,5,4,1,5,5,5,5,1,5,4,4,4,2,5,5,4,5,1,4,5,5,5,1,4,5,3,5,2,4,4,5,4,1,5,5,5,4,1,5,1,4,3,1,4,4,4,4,1,5,5,5,5,1,5,5,4,5,1,3,4,4,2,1,4,5,4,5,1,5,4,5,4,5,6,5,5,6,4,5,6,4,4,6,2,3,2,2,5,2,2,2,6,10,100,100,100,21,100,100,100,95,80,100,100
43,1,US,White,6,3,AZ,1,4,4,3,3,2,4,3,2,4,2,4,2,4,4,3,4,3,4,4,2,4,2,3,4,4,4,3,4,5,2,4,3,3,4,3,4,3,3,4,1,5,4,3,5,2,4,3,2,4,3,5,4,4,4,3,4,3,1,4,3,4,3,3,5,2,4,3,4,4,5,4,2,5,3,3,4,3,3,5,4,5,2,4,3,4,3,4,3,5,3,4,3,4,4,3,3,4,3,4,5,6,6,5,5,4,2,5,4,4,4,2,2,3,4,4,5,6,6,6,35,35,50,50,24,45,50,40,55,51,50,50
24,0,US,White,6,4,PA,1,5,5,4,5,1,5,5,4,5,1,4,5,2,5,1,5,5,4,4,2,5,5,5,5,1,5,5,4,4,1,5,5,2,5,1,5,5,3,5,1,4,5,2,5,1,5,5,4,4,1,5,5,2,5,1,5,5,4,5,1,5,5,4,4,1,5,5,1,4,1,5,5,4,4,1,5,5,5,4,1,5,5,4,5,1,5,5,3,4,1,5,5,4,5,1,5,5,3,3,7,7,6,7,7,1,1,1,1,1,1,2,1,3,4,1,7,7,7,7,0,50,0,24,35,0,0,0,100,100,0,0
28,1,US,White,6,4,NY,3,4,3,3,3,4,5,2,3,4,4,4,2,2,3,4,2,3,3,3,1,4,3,1,2,4,4,3,2,3,2,4,3,2,4,4,2,4,2,4,4,4,4,4,2,3,3,3,2,2,4,1,4,3,3,2,2,4,3,2,3,3,3,2,4,3,4,4,2,4,4,3,2,3,4,2,2,2,4,3,4,4,4,3,2,3,2,4,3,2,2,3,3,4,2,3,4,3,3,3,4,6,4,5,4,5,4,5,4,4,6,6,4,3,4,5,4,4,3,5,72,77,34,80,12,23,59,87,37,67,70,65
36,1,US,White,2,6,RI,4,2,5,1,5,5,5,5,1,5,5,2,5,1,5,5,4,5,4,5,4,2,5,1,4,5,3,5,2,5,5,2,5,1,5,4,2,4,1,4,4,3,4,2,4,5,4,5,2,5,5,2,5,2,4,4,2,5,1,4,2,2,3,1,4,5,4,5,3,5,5,2,2,4,4,5,5,5,3,4,5,4,4,1,5,5,5,4,2,5,5,2,5,1,4,5,2,5,3,5,1,1,1,1,1,2,2,5,4,1,2,7,7,7,5,7,1,1,1,1,0,82,26,50,100,100,53,50,87,60,52,64
36,0,US,White,6,6,ME,2,4,4,4,4,1,4,4,4,5,2,4,4,4,4,2,3,4,4,4,2,4,4,4,4,2,4,4,4,4,2,4,4,4,5,2,4,4,4,4,2,4,4,4,4,2,2,4,4,4,3,4,4,4,4,2,2,4,4,4,2,4,4,4,4,2,4,2,2,2,2,4,4,4,5,2,5,4,2,2,2,4,2,4,4,2,4,4,4,4,2,5,4,4,4,2,4,4,4,4,6,6,5,5,6,3,3,3,3,3,6,3,3,3,3,3,5,3,5,3,61,60,53,14,68,43,51,55,66,62,87,71
40,0,US,Black,6,4,AL,1,5,4,4,5,1,2,3,3,5,2,4,4,3,5,1,4,2,2,5,1,4,5,3,5,1,4,2,5,5,1,5,5,4,4,1,5,2,3,5,1,4,4,3,5,1,4,3,4,3,1,5,5,4,4,1,4,3,3,5,1,2,3,5,4,1,5,2,1,5,1,4,3,4,5,1,5,1,4,4,1,4,4,4,5,1,4,3,3,4,1,4,4,4,5,2,3,4,5,5,7,7,6,7,7,3,2,3,4,1,4,4,3,6,7,4,6,4,6,7,10,25,10,10,10,50,25,10,10,20,50,0
35,0,US,White,2,2,FL,2,5,5,4,5,3,4,5,2,4,1,5,5,4,5,3,5,5,2,4,5,5,5,5,5,3,4,5,3,4,2,5,4,5,4,3,5,5,2,4,2,5,5,4,4,3,2,5,3,2,3,2,5,4,5,3,4,4,2,4,2,5,5,2,4,3,4,4,4,3,3,5,5,5,3,3,4,5,5,4,2,5,5,4,5,3,3,3,5,2,2,5,3,4,5,3,5,3,1,3,5,7,7,5,7,5,4,7,4,4,4,4,5,4,7,5,3,3,3,7,0,100,75,0,0,31,0,0,100,77,100,75
43,1,US,White,3,6,IN,2,5,4,3,3,5,4,4,3,5,1,4,3,3,3,3,5,5,3,3,3,5,4,3,4,2,5,4,3,4,1,5,3,3,3,2,5,4,1,1,1,5,4,4,3,1,4,3,3,3,4,5,4,1,4,1,4,3,3,4,2,5,3,4,3,2,5,4,3,3,2,4,5,4,3,2,5,5,2,2,2,5,3,3,2,2,5,4,3,2,1,5,4,5,4,2,5,3,2,5,4,5,5,5,4,4,4,4,4,1,4,4,3,4,4,4,4,4,4,4,100,62,70,100,31,77,100,100,65,65,100,38
32,0,US,Other,6,3,NY,3,2,3,2,4,3,3,4,3,4,4,4,2,2,3,3,3,4,3,4,3,2,3,2,3,3,4,4,3,4,3,3,3,2,3,3,4,3,3,3,4,4,3,2,4,3,4,4,3,3,3,3,4,2,2,3,4,4,3,4,4,2,4,2,4,3,5,4,3,4,4,2,2,4,3,3,4,4,2,4,2,3,2,2,3,3,4,2,3,4,3,3,2,2,3,2,3,3,2,4,6,7,7,4,7,6,4,5,3,4,5,5,6,4,4,6,4,2,5,6,60,50,95,1,50,0,51,51,95,90,60,70
69,0,US,White,6,2,FL,2,5,4,4,3,2,5,4,2,5,4,4,3,4,4,4,5,4,2,5,4,4,4,4,3,2,4,4,2,4,2,5,4,4,4,2,5,4,2,5,1,5,4,4,4,2,5,4,3,4,4,5,4,2,3,2,4,3,3,4,2,5,4,4,3,2,5,4,2,4,2,4,2,4,4,2,5,4,4,4,4,1,4,4,4,2,5,4,2,2,2,4,4,4,4,4,5,4,2,4,5,6,6,6,6,5,6,6,5,6,6,3,5,4,4,4,3,3,3,6,96,90,98,99,25,90,93,98,94,82,98,98
37,0,US,White,6,4,IN,5,4,4,4,2,2,4,2,4,5,2,4,3,3,2,3,2,3,2,5,1,4,4,4,5,3,1,4,5,5,2,5,2,2,5,4,4,4,4,5,2,4,5,4,2,1,4,2,4,4,2,4,2,2,3,2,3,2,4,4,2,4,4,5,5,2,2,4,4,4,2,3,4,5,4,2,1,5,5,2,4,4,2,5,4,2,2,4,3,4,2,4,2,5,4,3,4,3,5,5,5,2,2,6,7,2,6,2,2,1,6,7,7,7,6,7,2,6,6,6,90,69,40,31,38,0,72,55,39,67,70,56
